1,1995,8.3,81,John Lasseter,Tom Hanks|Tim Allen|Don Rickles,191796233,USA,30000000
55417,2007,7.2,103,Sam Garbarski,Marianne Faithfull|Predrag 'Miki' Manojlovic|Kevin Bishop,44064132008,Belgium,4500000
55442,2007,8.1,96,"Vincent Paronnaud,",Chiara Mastroianni|Catherine Deneuve|Gena Rowlands,4443403162008,France,7300000
55444,2007,7.7,122,Anton Corbijn,Sam Riley|Samantha Morton|Craig Parkinson,871577252008,UK,4500000
55451,2007,6.8,106,Robin Swicord,Kathy Baker|Hugh Dancy|Amy Brenneman,3573870142007,USA,0
55498,2007,5.9,107,François Girard,Michael Pitt|Keira Knightley|Kôji Yakusho,110171122007,Canada,20000000
55555,2007,7.9,122,Fatih Akin,Baki Davrak|Gürsoy Gemec|Cengiz Daner,741283102008,Germany,0
55566,2007,5.7,0,Tyler Perry,Tyler Perry|Janet Jackson|Sharon Leal,5518472172007,USA,15000000
55577,2007,5.9,93,Darren Lynn Bousman,Tobin Bell|Scott Patterson|Costas Mandylor,6327025972007,USA,10000000
55652,1979,7.6,98,Alan Clarke,Ray Winstone|Mick Ford|Julian Firth,0,UK,250000
55684,2006,6.7,0,Seung-wan Ryoo,Jae-mo Ahn|Kil-kang Ahn|Dong-Hyeon Baek,0,South,2400000
55687,2007,7.2,82,Amir Bar-Lev,Marla Olmstead|Laura Olmstead|Mark Olmstead,23127412008,USA,0
55721,2007,8.1,115,José Padilha,Wagner Moura|André Ramiro|Caio Junqueira,8060262008,Brazil,4000000
55732,2007,6.8,106,Menno Meyjes,John Cusack|Amanda Peet|Bobby Coleman,748690672007,USA,27000000
55757,1979,7.1,92,Joan Micklin Silver,John Heard|Mary Beth Hurt|Peter Riegert,0,USA,0
55765,2007,7.8,157,Ridley Scott,Denzel Washington|Russell Crowe|Chiwetel Ejiofor,130127620252008,USA,100000000
55768,2007,6.1,91,"Simon J. Smith,",Jerry Seinfeld|Renée Zellweger|Matthew Broderick,12659712182008,USA,150000000
55805,2007,7.3,117,Sidney Lumet,Philip Seymour Hoffman|Ethan Hawke|Albert Finney,708302572008,USA,18000000
55814,2007,8.0,112,Julian Schnabel,Mathieu Amalric|Emmanuelle Seigner|Marie-Josée Croze,599007542008,France,0
55820,2007,8.1,122,"Ethan Coen,",Tommy Lee Jones|Javier Bardem|Josh Brolin,7427350542008,USA,25000000
55830,2008,6.4,102,Michel Gondry,Jack Black|Yasiin Bey|Danny Glover,11169531252008,UK,20000000
55851,2007,7.1,0,"Dan Klores,",Burt Pugach|Linda Pugach|Bob Janoff,30037272007,USA,0
55872,2007,7.5,114,Kirsten Sheridan,Freddie Highmore|Keri Russell|Jonathan Rhys Meyers,31655091222008,USA,30000000
55895,1955,7.6,112,William Wyler,Humphrey Bogart|Fredric March|Arthur Kennedy,0,USA,2388000
55908,2007,8.0,87,Richard Schenkman,David Lee Smith|Tony Todd|John Billingsley,0,USA,200000
55946,2007,6.2,92,Robert Redford,Tom Cruise|Meryl Streep|Robert Redford,1499807012008,USA,35000000
55995,2007,6.2,115,Robert Zemeckis,Ray Winstone|Crispin Glover|Angelina Jolie,82161969252008,USA,150000000
55999,2007,6.2,93,Zach Helm,Natalie Portman|Dustin Hoffman|Jason Bateman,3205944272008,USA,65000000
56003,2006,5.5,145,Richard Kelly,Dwayne Johnson|Sarah Michelle Gellar|Seann William Scott,273420142007,France,17000000
56015,1952,7.4,99,Phil Karlson,John Payne|Coleen Gray|Preston Foster,0,USA,0
56030,2007,6.9,98,Ted Braun,Don Cheadle|Ahmed Mahammed Abaka|Sheikh Ahmed Mohamad Abakar,107841142007,USA,0
56069,2007,6.1,79,Jeremy Saulnier,Chris Sharp|Kate Porterfield|Tess Porterfield Lovell,0,USA,0
56079,2007,5.8,85,Gregg Araki,Anna Faris|John Krasinski|Adam Brody,8768222007,USA,0
56095,2007,7.1,86,Lucía Puenzo,Ricardo Darín|Valeria Bertuccelli|Germán Palacios,46011172008,Argentina,0
56145,2007,7.2,126,Frank Darabont,Thomas Jane|Marcia Gay Harden|Laurie Holden,25592632142008,USA,18000000
56152,2007,7.1,107,Kevin Lima,Amy Adams|Susan Sarandon|James Marsden,12770687772008,USA,85000000
56156,2007,6.3,100,Xavier Gens,Timothy Olyphant|Dougray Scott|Olga Kurylenko,3968752872008,France,24000000
56169,2007,6.5,84,Joby Harold,Hayden Christensen|Jessica Alba|Terrence Howard,14373825292008,USA,8600000
56171,2007,6.1,113,Chris Weitz,Nicole Kidman|Daniel Craig|Dakota Blue Richards,70083519292008,UK,180000000
56174,2007,7.2,101,Francis Lawrence,Will Smith|Alice Braga|Charlie Tahan,25638621642008,USA,150000000
56176,2007,5.2,92,Tim Hill,Jason Lee|David Cross|Cameron Richardson,217326336302008,USA,60000000
56251,2007,7.7,88,Dwayne Carey-Hill,Billy West|Katey Sagal|John DiMaggio,0,USA,0
56274,2007,6.1,93,Noah Baumbach,Nicole Kidman|Jennifer Jason Leigh|Flora Cross,1956291252008,USA,10000000
56286,2007,7.0,135,Todd Haynes,Christian Bale|Cate Blanchett|Heath Ledger,4001121292008,USA,20000000
56333,2007,7.2,114,Tamara Jenkins,Laura Linney|Philip Seymour Hoffman|Philip Bosco,6610326252008,USA,0
56336,2007,5.5,93,Joe Lynch,Erica Leerhsen|Henry Rollins|Texas Battle,0,USA,4000000
56339,2007,7.5,105,J.A. Bayona,Belén Rueda|Fernando Cayo|Roger Príncep,715914742008,Spain,3400000
56367,2007,7.5,96,Jason Reitman,Ellen Page|Michael Cera|Jennifer Garner,143492840132008,USA,7500000
56563,2007,7.2,80,Gary Hustwit,Manfred Schulz|Massimo Vignelli|Rick Poynor,0,UK,0
56587,2007,7.4,97,Rob Reiner,Jack Nicholson|Morgan Freeman|Sean Hayes,93452056302008,USA,45000000
56607,2007,7.6,128,Marc Forster,Khalid Abdalla|Ahmad Khan Mahmoodzada|Atossa Leoni,15797907112008,USA,20000000
56633,2007,6.7,95,Mike Barker,Pierce Brosnan|Maria Bello|Gerard Butler,0,UK,20000000
56715,2006,7.4,88,Goran Dukic,Patrick Fugit|Shea Whigham|Tom Waits,104077262007,USA,1000000
56757,2007,7.4,116,Tim Burton,Johnny Depp|Helena Bonham Carter|Alan Rickman,52882759142008,USA,50000000
56775,2007,6.5,124,Jon Turteltaub,Nicolas Cage|Diane Kruger|Justin Bartha,219961501132008,USA,130000000
56782,2007,8.1,158,Paul Thomas Anderson,Daniel Day-Lewis|Paul Dano|Ciarán Hinds,40218903252008,USA,25000000
56788,2007,7.1,102,Mike Nichols,Tom Hanks|Julia Roberts|Philip Seymour Hoffman,66636385292008,USA,75000000
56801,2007,4.7,94,"Colin Strause (as The Brothers Strause),",Reiko Aylesworth|Steven Pasquale|Shareeka Epps,41797066212008,USA,40000000
56805,2007,6.7,96,Jake Kasdan,John C. Reilly|Jenna Fischer|David Krumholtz,18317151112008,USA,35000000
56869,2006,7.4,112,Heitor Dhalia,Selton Mello|Paula Braun|Paulo Alves,0,Brazil,300000
56885,2007,7.6,126,Denzel Washington,Denzel Washington|Forest Whitaker|Kimberly Elise,30226144112008,USA,15000000
56908,2007,6.8,95,Justin Theroux,Billy Crudup|Mandy Moore|Tom Wilkinson,9116952007,USA,0
56915,2007,6.5,112,Jay Russell,Emily Watson|David Morrissey|Alex Etel,4041281782008,New,40000000
56921,2007,7.7,88,Félix Enríquez Alcalá (as Félix Alcalá),Edward James Olmos|Mary McDonnell|Katee Sackhoff,0,USA,0
56941,2007,7.1,126,Richard LaGravenese,Hilary Swank|Gerard Butler|Harry Connick Jr.,5368084872008,USA,30000000
56949,2008,6.1,111,Anne Fletcher,Katherine Heigl|James Marsden|Malin Akerman,76806312232008,USA,30000000
57038,2001,7.7,163,Luiz Fernando Carvalho,Selton Mello|Raul Cortez|Juliana Carneiro da Cunha,0,Brazil,0
57223,2007,3.6,107,Hyung-rae Shim,Jason Behr|Amanda Brooks|Robert Forster,10956379122007,South,35000000
57243,2007,7.6,87,Eran Kolirin,Sasson Gabai|Ronit Elkabetz|Saleh Bakri,305382342008,Israel,0
57274,2007,7.5,78,"Jaume Balagueró,",Manuela Velasco|Ferran Terraza|Jorge-Yamam Serrano,0,Spain,1500000
57326,2007,3.8,127,Uwe Boll,Jason Statham|Ron Perlman|Ray Liotta,4535117182008,Germany,60000000
57353,2007,6.8,108,Michael Radford,Demi Moore|Michael Caine|Lambert Wilson,1198612112008,UK,20000000
57368,2008,7.0,85,Matt Reeves,Mike Vogel|Jessica Lucas|Lizzy Caplan,8003430242008,USA,25000000
57401,2007,6.1,88,Renny Harlin,Samuel L. Jackson|Ed Harris|Eva Mendes,0,USA,25000000
57418,1968,7.5,101,Paul Newman,Joanne Woodward|James Olson|Kate Harrington,0,USA,700000
57430,1976,6.1,106,Alan Rudolph,Keith Carradine|Sally Kellerman|Geraldine Chaplin,0,USA,0
57453,2007,7.4,0,"Diane Crespo,",Zoe Lister-Jones|Francis Benhamou|Mimi Lieber,16506282007,USA,120000
57504,2006,7.8,98,Mamoru Hosoda,Riisa Naka|Takuya Ishida|Mitsutaka Itakura,0,Japan,0
57526,2008,6.2,101,Gregory Hoblit,Diane Lane|Colin Hanks|Joseph Cross,28687835292008,USA,35000000
57528,2008,7.1,92,Sylvester Stallone,Sylvester Stallone|Julie Benz|Matthew Marsden,42724402212008,Germany,50000000
57532,2008,2.7,86,"Jason Friedberg,",Sean Maguire|Kevin Sorbo|Carmen Electra,38232624252008,USA,30000000
57640,2008,7.0,120,Guillermo del Toro,Ron Perlman|Selma Blair|Doug Jones,75754670122008,USA,85000000
57669,2008,7.9,107,Martin McDonagh,Colin Farrell|Brendan Gleeson|Ciarán Hinds,7757130132008,UK,15000000
57792,2007,7.2,95,Nadine Labaki,Nadine Labaki|Joanna Moukarzel|0,1060591272008,France,1300000
57845,2007,7.7,123,Julien Temple,Joe Strummer|Steve Jones|Mick Jones,248182252008,Ireland,0
57910,2007,5.4,94,Mitchell Lichtenstein,Jess Weixler|John Hensley|Josh Pais,34757862009,USA,0
57951,2008,5.7,112,Andy Tennant,Matthew McConaughey|Kate Hudson|Donald Sutherland,70224196232008,USA,70000000
57972,2006,7.9,92,"Louise Osmond,",Tilda Swinton|Donald Crowhurst|Jean Badin,270452142007,UK,0
57980,2006,7.1,79,0,0|Kirsti Eline Torhaug|Henrik Mestad,0,Norway,0
58025,2008,6.1,88,Doug Liman,Hayden Christensen|Samuel L. Jackson|Jamie Bell,8017014642008,USA,85000000
58029,2007,7.0,96,Ken Loach,Kierston Wareing|Juliet Ellis|Leslaw Zurek,0,UK,6000000
58047,2008,7.2,112,Adam Brooks,Ryan Reynolds|Rachel Weisz|Abigail Breslin,3197384042008,UK,0
58103,2008,6.6,90,Pete Travis,Dennis Quaid|Forest Whitaker|Matthew Fox,72266306182008,USA,40000000
58105,2008,6.6,96,Mark Waters,Freddie Highmore|Sarah Bolger|David Strathairn,7114869922008,USA,90000000
58107,2008,6.2,98,Jon M. Chu,Robert Hoffman|Briana Evigan|Cassie Ventura,58006147162008,USA,17500000
58146,2008,3.2,0,Charles Robert Carner,Larry the Cable Guy|Jenny McCarthy|Richard Bull,4131640142008,USA,7500000
58154,2008,6.7,115,Justin Chadwick,Natalie Portman|Scarlett Johansson|Eric Bana,26814957182008,UK,35000000
58156,2008,5.8,91,Kent Alterman,Will Ferrell|Woody Harrelson|André Benjamin,33472850252008,USA,55000000
58191,2007,7.6,106,Alex Gibney,Alex Gibney|Brian Keith Allen|Moazzam Begg,274661302008,USA,1000000
58293,2008,5.1,109,Roland Emmerich,Camilla Belle|Steven Strait|Marco Khan,94770548132008,USA,105000000
58295,2008,7.3,111,Roger Donaldson,Jason Statham|Saffron Burrows|Stephen Campbell Moore,30028592302008,UK,20000000
58297,2008,6.0,113,Neil Marshall,Rhona Mitra|Bob Hoskins|Alexander Siddig,1095542542008,UK,30000000
58299,2008,6.9,86,"Jimmy Hayward,",Jim Carrey|Steve Carell|Carol Burnett,154529187292008,USA,85000000
58301,2007,6.5,111,Michael Haneke,Naomi Watts|Tim Roth|Michael Pitt,1294640252008,USA,15000000
58303,2007,7.6,98,Stefan Ruzowitzky,Karl Markovics|August Diehl|Devid Striesow,5484715222008,Austria,4200000
58306,2007,7.3,126,Sergei Bodrov (as Sergey Bodrov),Tadanobu Asano|Amadu Mamadakov|Khulan Chuluun,570164352008,Russia,20000000
58315,2008,3.8,87,Marco Schnabel,Mike Myers|Jessica Alba|Romany Malco,32178777222008,UK,62000000
58347,2006,6.8,104,Mark Palansky,Christina Ricci|James McAvoy|Reese Witherspoon,10011274302008,UK,15000000
58351,2007,7.3,106,Paulo Morelli,Douglas Silva|Darlan Cunha|Jonathan Haagensen,307076142008,Brazil,0
58365,2007,7.4,110,Brett Morgen,Jeffrey Wright|Nick Nolte|Roy Scheider,176545182008,USA,0
58376,2007,8.2,118,Peter Joseph,Chogyam Trungpa|Jordan Maxwell|George Carlin,0,USA,20000
58425,2007,8.6,0,Dean DeBlois,Amiina|Hildur Arsaelsdottir|Jon Thor Birgisson,0,Iceland,0
58432,2008,5.7,104,Barry Levinson,Robert De Niro|John Turturro|Stanley Tucci,1089365122008,USA,25000000
58520,1986,6.7,78,Gus Van Sant,Tim Streeter|Doug Cooeyate|Ray Monge,0,USA,25000
58554,2007,8.0,99,Ilmar Raag,Vallo Kirs|Pärt Uusberg|Lauri Pedaja,0,Estonia,0
58559,2008,9.0,152,Christopher Nolan,Christian Bale|Heath Ledger|Aaron Eckhart,533316061272009,USA,185000000
58627,2008,6.6,110,Jeff Wadlow,Sean Faris|Djimon Hounsou|Amber Heard,24848292302008,USA,20000000
58649,1927,7.5,222,Abel Gance,Albert Dieudonné|Vladimir Roudenko|Edmond Van Daële,0,France,0
58655,2008,5.7,110,Steven Brill,Owen Wilson|Josh Peck|Alex Frost,32853640132008,USA,40000000
58706,2007,7.4,106,Patricia Riggen,Eugenio Derbez|Kate del Castillo|Adrian Alonso,12589108112008,Mexico,0
58803,2008,6.8,123,Robert Luketic,Jim Sturgess|Kate Bosworth|Kevin Spacey,81159365162008,USA,35000000
58839,2008,6.0,114,George Clooney,George Clooney|Renée Zellweger|John Krasinski,31199215302008,USA,58000000
58879,2008,7.2,0,Martin Scorsese,Mick Jagger|Keith Richards|Charlie Watts,5355376132008,USA,0
58889,2008,7.4,0,Abby Epstein,Mary Helen Ayres|Julia Barnett|Sylvie Blaustein,69348222008,USA,0
58904,1982,7.1,80,Wayne Wang,Wood Moy|Marc Hayashi|Laureen Chew,0,USA,20000
58964,2007,6.8,82,"Alexandre Bustillo,",Alysson Paradis|Jean-Baptiste Tabourin|Claude Lulé,0,France,3000000
58972,2008,6.0,96,"Jennifer Flackett,",Jodie Foster|Gerard Butler|Abigail Breslin,48006503222008,USA,37000000
58975,2008,5.9,90,Carter Smith,Shawn Ashmore|Jena Malone|Jonathan Tucker,17427926132008,USA,8000000
58998,2008,7.2,111,Nicholas Stoller,Kristen Bell|Jason Segel|Paul Rudd,6287717542008,USA,30000000
59014,2008,4.5,75,Craig Mazin,Drake Bell|Leslie Nielsen|Sara Paxton,25871834182008,USA,35000000
59016,2008,6.8,109,David Ayer,Keanu Reeves|Forest Whitaker|Hugh Laurie,26415649112008,USA,20000000
59018,2007,7.7,104,Tom McCarthy,Richard Jenkins|Haaz Sleiman|Danai Gurira,942242232008,USA,0
59022,2008,6.6,107,"Jon Hurwitz,",John Cho|Kal Penn|Neil Patrick Harris,38087366112008,USA,12000000
59037,2008,6.0,135,"Lana Wachowski (as The Wachowski Brothers),",Emile Hirsch|Matthew Fox|Christina Ricci,4392934112008,USA,120000000
59103,2008,6.6,104,Rob Minkoff,Jackie Chan|Jet Li|Michael Angarano,25040293132008,USA,55000000
59118,2008,7.0,118,Mike Leigh,Sally Hawkins|Alexis Zegerman|Samuel Roukin,3494485162009,UK,0
59126,2008,7.7,101,Larry Charles,Bill Maher|Tal Bachman|Jonathan Boulden,12995673122008,USA,2500000
59141,2007,7.0,96,Garth Jennings,Bill Milner|Will Poulter|Jessica Hynes,178476982008,UK,4000000
59143,2007,6.1,0,Michael Blieden,Brian Unger|Gary Cohan|Robert Gore,0,USA,600000
59180,1939,7.0,82,Richard Thorpe,Johnny Weissmuller|Maureen O'Sullivan|Johnny Sheffield,0,USA,0
59258,2008,6.0,0,Michael McCullers,Tina Fey|Amy Poehler|Sigourney Weaver,60269340182008,USA,30000000
59273,2006,6.5,107,Tom DiCillo,Steve Buscemi|Michael Pitt|Alison Lohman,8597652007,USA,5000000
59306,2008,3.9,88,Nelson McCormick,Brittany Snow|Scott Porter|Jessica Stroup,43818159232008,USA,20000000
59315,2008,7.9,126,Jon Favreau,Robert Downey Jr.|Gwyneth Paltrow|Terrence Howard,318298180262008,USA,140000000
59333,2008,5.8,101,Paul Weiland,Patrick Dempsey|Michelle Monaghan|Kevin McKidd,46012734272008,USA,40000000
59339,2007,6.4,112,Harmony Korine,Diego Luna|Samantha Morton|Denis Lavant,16583112008,UK,9500000
59369,2008,7.8,93,Pierre Morel,Liam Neeson|Maggie Grace|Famke Janssen,14500098932009,France,25000000
59387,2006,7.9,117,Tarsem Singh (as Tarsem),Lee Pace|Catinca Untaru|Justine Waddell,228034812010,USA,0
59392,2008,7.4,97,Robert C. Cooper,Ben Browder|Amanda Tapping|Christopher Judge,0,USA,0
59418,2007,7.4,98,Tommy O'Haver,Ellen Page|Hayley McFarland|Nick Searcy,0,USA,2000000
59421,2008,6.1,99,Tom Vaughan,Cameron Diaz|Ashton Kutcher|Rob Corddry,80276912122008,USA,35000000
59429,2007,5.4,85,Andrew Waller,John White|Christopher McDonald|Jake Siegel,0,Canada,0
59447,1993,7.0,0,"Paolo Taviani,",Claudio Bigagli|Galatea Ranzi|Michael Vartan,429184,Italy,0
59501,2008,6.6,150,Andrew Adamson,Ben Barnes|Skandar Keynes|Georgie Henley,141614023292008,USA,225000000
59519,2006,7.4,105,Joachim Trier,Anders Danielsen Lie|0|Viktoria Winge,548811182008,Norway,22000000
59549,2007,7.8,97,Jonah Markowitz,Trevor Wright|Brad Rowe|Tina Holmes,142666202008,USA,0
59590,2007,7.9,109,"Stephen Walker,",Joe Benoit|Helen Boston|Louise Canady,3964040192008,UK,0
59594,2008,5.7,107,Joshua Seftel,John Cusack|Marisa Tomei|Hilary Duff,57852712008,USA,10000000
59615,2008,6.2,122,Steven Spielberg,Harrison Ford|Cate Blanchett|Shia LaBeouf,317011114102008,USA,185000000
59669,2005,7.1,0,Ralph Arlyck,Ralph Arlyck|Sean Farrel|0,0,USA,0
59684,2006,8.3,0,Tony Kaye,Noam Chomsky|Bill Baird|Flip Benham,2380722007,USA,0
59721,2007,6.0,104,Zak Penn,Woody Harrelson|David Cross|Dennis Farina,114669252008,USA,5400000
59725,2008,5.5,145,Michael Patrick King,Sarah Jessica Parker|Kim Cattrall|Cynthia Nixon,152637269122008,USA,65000000
59727,2008,6.2,86,Bryan Bertino,Scott Speedman|Liv Tyler|Gemma Ward,52534295182008,USA,10000000
59731,2008,7.6,105,Chris Bell,Chris Bell|Mike Bell|Mark Bell,307811152008,USA,0
59784,2008,7.6,92,"Mark Osborne,",Jack Black|Ian McShane|Angelina Jolie,21539502132008,USA,130000000
59805,1969,7.2,100,Glauber Rocha,Maurício do Valle|Odete Lara|Othon Bastos,0,France,0
59810,2008,7.5,116,Jay Roach,Kevin Spacey|Bob Balaban|Denis Leary,0,USA,0
59814,2007,7.1,104,Koen Mortier,Dries Vanhegen|Norman Baert|Gunter Lamoot,0,Belgium,0
59832,1950,7.6,95,Otto Preminger,Dana Andrews|Gene Tierney|Gary Merrill,0,USA,0
59834,1969,6.0,110,Tom Gries,Jim Brown|Raquel Welch|Burt Reynolds,0,USA,3920000
59846,1929,7.6,95,Allan Dwan,Belle Bennett|Marguerite De La Motte|Dorothy Revier,0,USA,0
59900,2008,5.5,113,Dennis Dugan,Adam Sandler|John Turturro|Emmanuelle Chriqui,10001883752008,USA,90000000
59935,1974,4.6,78,"Michael Benveniste,",Suzanne Fields|Jason Williams|Joseph Hudgins,0,USA,700000
59945,1920,7.3,90,Fred Niblo,Douglas Fairbanks|Marguerite De La Motte|Robert McKim,0,USA,0
59985,2008,6.7,87,Marcos Siega,Ryan Reynolds|Emily Mortimer|Stuart Townsend,237958182008,USA,0
59995,2007,7.7,102,John Crowley,Andrew Garfield|Peter Mullan|Shaun Evans,106368222008,UK,0
60037,2008,5.0,91,M. Night Shyamalan,Mark Wahlberg|Zooey Deschanel|John Leguizamo,64505912122008,USA,48000000
60040,2008,6.8,112,Louis Leterrier,Edward Norton|Liv Tyler|Tim Roth,134518390292008,USA,150000000
60069,2008,8.4,98,Andrew Stanton,Ben Burtt|Elissa Knight|Jeff Garlin,22380688922009,USA,180000000
60072,2008,6.7,110,Timur Bekmambetov,Angelina Jolie|James McAvoy|Morgan Freeman,134568845252009,USA,75000000
60074,2008,6.4,92,Peter Berg,Will Smith|Charlize Theron|Jason Bateman,22794627452008,USA,150000000
60086,2006,6.8,0,Q. Allan Brocka,Derek Magyar|George Jonson|Patrick Bauchau,220151272007,USA,500000
60126,2008,6.5,110,Peter Segal,Steve Carell|Anne Hathaway|Alan Arkin,130313314312008,USA,80000000
60128,2007,6.3,87,Martin Gero,Aaron Abrams|Carly Pope|Kristin Booth,0,Canada,1500000
60135,2007,7.3,93,Doug Pray,Juliette Paskowitz|David Paskowitz|Jonathan Paskowitz,26856012008,USA,127000
60137,2006,7.7,0,"Richard Berge,",Joan Allen|E. Randol Schoenberg|Maria Altmann,0,USA,0
60161,2008,7.3,0,Peter Avanzino,Billy West|Katey Sagal|John DiMaggio,0,USA,0
60291,2008,7.7,120,Alex Gibney,Hunter S. Thompson|Johnny Depp|Joe Cairo,125023472008,USA,0
60293,2008,7.0,99,Jonathan Levine,Josh Peck|Ben Kingsley|Olivia Thirlby,2077046172008,UK,6000000
60295,2007,7.5,93,Yung Chang,Jerry Bo Yu Chen|Campbell Ping He|Cindy Shui Yu,783416242008,Canada,1000000
60333,2007,7.8,99,Werner Herzog,Werner Herzog|Scott Rowland|Stefan Pashov,943934312008,USA,0
60343,1937,7.1,100,John Ford,Shirley Temple|Victor McLaglen|C. Aubrey Smith,0,USA,0
60382,2008,7.3,99,Marina Zenovich,Andrew Braunsberg|Richard Brenneman|Douglas Dalton,59192262008,USA,0
60384,2004,7.7,120,Xan Cassavetes,Robert Altman|Vera Carlisle Anderson|C.L. Batten,0,USA,0
60397,2008,6.4,108,Phyllida Lloyd,Meryl Streep|Pierce Brosnan|Amanda Seyfried,143704210312008,USA,52000000
60471,2007,6.2,99,Greg McLean,Michael Vartan|Radha Mitchell|Sam Worthington,7711252008,Australia,26900000
60487,1966,8.2,25,Bill Melendez,Peter Robbins|Christopher Shea|Sally Dryer,0,USA,0
60514,2008,5.8,93,Eric Brevig,Brendan Fraser|Josh Hutcherson|Anita Briem,10170206052008,USA,45000000
60516,2008,4.9,90,Brian Robbins,Eddie Murphy|Elizabeth Banks|Gabrielle Union,1180205632008,USA,60000000
60609,2006,7.9,126,0,Tatsuya Fujiwara|Ken'ichi Matsuyama|Asaka Seto,0,Japan,20000000
60649,2008,4.5,81,Kirk De Micco (as Kirk DeMicco),Andy Samberg|Stanley Tucci|Jeff Daniels,30105968212008,USA,37000000
60674,2008,7.6,0,Martin Wood,Ben Browder|Amanda Tapping|Christopher Judge,0,Canada,7000000
60684,2009,7.6,162,Zack Snyder,Jackie Earle Haley|Patrick Wilson|Carla Gugino,107503316222009,USA,130000000
60753,2008,7.5,104,Ric Roman Waugh,Stephen Dorff|Marisol Nichols|Vincent Miller,0,USA,2900000
60756,2008,6.9,98,Adam McKay,Will Ferrell|John C. Reilly|Mary Steenburgen,100468793192008,USA,65000000
60760,2008,5.9,104,Chris Carter,David Duchovny|Gillian Anderson|Billy Connolly,2098163332008,USA,30000000
60763,2008,6.5,95,Nanette Burstein,Hannah Bailey|Jake Tusing|Megan Krizmanich,940496192008,USA,0
60766,2008,7.8,94,James Marsh,Philippe Petit|Jean François Heckel|Jean-Louis Blondeau,2957978272009,UK,1000000
60832,2008,6.0,95,Marc Schölermann,Alyssa Milano|Milo Ventimiglia|Keir O'Donnell,10866222008,USA,8000000
60857,2007,6.2,77,Bruce McDonald,Ellen Page|Zie Souwand|Maxwell McCabe-Lokos,31576162008,Canada,750000
60937,2008,5.2,112,Rob Cohen,Brendan Fraser|Jet Li|Maria Bello,102176165192008,USA,145000000
60943,2008,7.2,97,Courtney Hunt,Melissa Leo|Misty Upham|Charlie McDermott,2508841132009,USA,1000000
60950,2008,7.1,96,Woody Allen,Rebecca Hall|Scarlett Johansson|Javier Bardem,23213577132009,Spain,15500000
60990,1961,8.0,0,Yasujirô Ozu,Ganjirô Nakamura|Setsuko Hara|Yôko Tsukasa,0,Japan,0
61013,1999,7.8,80,Sebastian Schipper,Frank Giering|Florian Lukas|Antoine Monot Jr.,0,Germany,2500000
61024,2008,7.0,111,David Gordon Green,Seth Rogen|James Franco|Gary Cole,87341380262008,USA,27000000
61026,2008,7.4,150,John Woo,Tony Chiu-Wai Leung|Takeshi Kaneshiro|Fengyi Zhang,626809262010,China,553632000
61071,2008,6.2,119,Sanaa Hamri,America Ferrera|Alexis Bledel|Amber Tamblyn,4408738772008,USA,0
61075,2008,6.8,112,Isabel Coixet,Ben Kingsley|Penélope Cruz|Patricia Clarkson,357721072008,USA,13000000
61123,2007,4.8,111,Kenny Ortega,Zac Efron|Vanessa Hudgens|Ashley Tisdale,0,USA,7000000
